,tp,cp,sp,cf
1985-01-23,0.85911685,0.56099826,0.2981186,0.65299416
1985-01-24,4.3048577,2.7382615,1.5665963,0.6360864
1985-01-25,7.2440476,3.544178,3.6998696,0.48925382
1985-01-26,4.4366107,2.1422079,2.2944028,0.48284784
1985-01-27,2.5626862,0.89107895,1.6716073,0.34771287
1985-01-28,1.0060471,0.3815179,0.62452924,0.37922466
1985-01-29,1.9649514,0.5110877,1.4538636,0.26010197
1985-01-30,1.463945,0.37486258,1.0890825,0.25606328
1985-01-31,0.48384038,0.23867048,0.2451699,0.4932835
1985-02-01,0.689693,0.24727328,0.4424197,0.35852662
1985-02-02,0.39799097,0.16612235,0.23186862,0.4174023
1985-02-03,0.11717565,0.07584967,0.041325986,0.6473159
1985-02-04,1.2321597,1.0893636,0.14279616,0.8841091
1985-02-05,1.3954827,0.9582745,0.43720818,0.68669754
1985-02-06,1.209971,1.0074141,0.20255685,0.8325936
1985-02-07,1.4673043,1.2782799,0.18902445,0.8711757
1985-02-08,1.4552696,1.2210126,0.23425698,0.8390285
1985-02-09,1.2486026,0.89146316,0.35713947,0.7139687
1985-02-10,3.0025785,2.0506165,0.951962,0.68295187
1985-02-11,1.9871541,1.2955511,0.69160306,0.65196306
1985-02-12,2.248688,1.5830997,0.66558826,0.7040104
1985-02-13,2.6954417,1.9361982,0.7592435,0.7183232
1985-02-14,0.67026865,0.51935804,0.15091062,0.77485055
1985-02-15,0.29670388,0.2678628,0.028841078,0.9027951
1985-02-16,0.39792684,0.3480178,0.049909025,0.8745774
1985-02-17,2.0658035,1.7723085,0.29349506,0.8579269
1985-02-18,2.591169,1.7599094,0.8312597,0.6791951
1985-02-19,1.1726948,0.681694,0.49100083,0.5813055
1985-02-20,1.9754664,1.107324,0.86814237,0.560538
1985-02-21,2.5948858,1.4452858,1.1496,0.5569747
1985-02-22,3.6241367,1.7459679,1.8781688,0.48176104
1985-02-23,3.028724,1.4168988,1.6118251,0.4678204
1985-02-24,1.7434579,0.7568348,0.9866231,0.43409985
1985-02-25,1.1099664,0.53682804,0.57313836,0.4836435
1985-02-26,3.7051253,2.702654,1.0024714,0.7294366
1985-02-27,6.690605,4.8654065,1.8251987,0.7271998
1985-02-28,4.0386653,3.288529,0.7501364,0.8142613
1985-03-01,2.4401042,2.1309023,0.30920196,0.8732833
1985-03-02,2.8219879,2.4584575,0.3635304,0.87117934
1985-03-03,4.241664,3.4930243,0.7486396,0.8235033
1985-03-04,7.607465,5.0908074,2.5166574,0.6691858
1985-03-05,4.686304,3.3499699,1.3363342,0.7148426
1985-03-06,2.0324647,1.6141957,0.41826904,0.794206
1985-03-07,0.6118002,0.42326024,0.18853995,0.6918276
1985-03-08,0.68015397,0.40898225,0.27117172,0.60130835
1985-03-09,1.2907683,0.4762873,0.81448096,0.36899522
1985-03-10,0.8517581,0.18816058,0.6635975,0.22090846
1985-03-11,1.6540482,0.3733117,1.2807364,0.22569577
1985-03-12,1.0943995,0.27665994,0.8177395,0.2527961
1985-03-13,1.2638382,0.27304566,0.9907925,0.2160448
1985-03-14,1.9138714,0.5835022,1.3303692,0.30488056
1985-03-15,1.2721134,0.45398024,0.81813323,0.3568709
1985-03-16,0.70109665,0.30443898,0.39665768,0.43423253
1985-03-17,0.48530743,0.22300984,0.26229757,0.4595228
1985-03-18,0.7259007,0.27152786,0.45437285,0.37405646
1985-03-19,0.46650752,0.21181288,0.25469464,0.45403957
1985-03-20,0.8555682,0.29886195,0.5567062,0.349314
1985-03-21,1.0663801,0.45919025,0.6071899,0.4306065
1985-03-22,0.85284626,0.48211098,0.3707353,0.5652965
1985-03-23,1.161524,0.89520216,0.2663219,0.7707134
1985-03-24,1.187218,0.99141157,0.19580638,0.83507127
1985-03-25,1.6981049,1.5669518,0.1311531,0.922765
1985-03-26,1.4851688,1.3564262,0.12874258,0.9133145
1985-03-27,1.0459634,0.95773876,0.08822465,0.9156523
1985-03-28,2.569091,2.465169,0.10392213,0.95954907
1985-03-29,7.5955677,6.4567595,1.1388083,0.85006934
1985-03-30,8.500975,4.9828134,3.5181613,0.5861461
1985-03-31,3.1104558,1.228947,1.8815087,0.39510193
1985-04-01,1.9178809,1.0478328,0.87004805,0.5463493
1985-04-02,1.0006634,0.42078397,0.5798794,0.42050502
1985-04-03,2.7471159,1.9011831,0.8459327,0.6920651
1985-04-04,1.1176863,0.84235966,0.2753266,0.7536638
1985-04-05,1.4011238,1.264694,0.13642979,0.9026283
1985-04-06,1.134074,0.98374796,0.15032601,0.867446
1985-04-07,2.2373605,1.9885733,0.24878716,0.88880324
1985-04-08,2.5358686,2.407474,0.1283946,0.9493686
1985-04-09,1.4021086,1.3285218,0.0735867,0.9475171
1985-04-10,0.25601074,0.23821914,0.017791599,0.9305045
1985-04-11,1.0491313,0.9611069,0.08802438,0.9160978
1985-04-12,2.872312,2.577671,0.29464102,0.8974203
1985-04-13,7.665092,6.4677076,1.1973844,0.8437874
1985-04-14,6.3441596,5.410671,0.93348837,0.8528586
1985-04-15,3.4262595,2.9307644,0.49549508,0.8553831
1985-04-16,2.7021928,2.0402896,0.66190314,0.75504965
1985-04-17,6.5194855,5.2361445,1.2833409,0.80315304
1985-04-18,5.3415523,4.103063,1.2384892,0.7681406
1985-04-19,6.2052803,4.590023,1.6152573,0.7396963
1985-04-20,3.599517,3.0516768,0.54784036,0.8478017
1985-04-21,6.556332,5.555627,1.0007052,0.8473681
1985-04-22,6.103633,4.9481773,1.1554556,0.8106938
1985-04-23,7.822143,7.0918546,0.7302885,0.9066383
1985-04-24,4.1005015,3.4636652,0.6368363,0.84469306
1985-04-25,5.1594696,4.6376915,0.5217781,0.8988698
1985-04-26,17.032816,12.813773,4.219043,0.7522992
1985-04-27,15.254394,6.8778996,8.376493,0.4508799
1985-04-28,13.725693,6.545657,7.1800356,0.47689083
1985-04-29,14.395421,8.643941,5.75148,0.60046464
1985-04-30,13.788731,7.9751577,5.813573,0.5783823
1985-05-01,8.131752,5.864488,2.267264,0.72118384
1985-05-02,3.3852117,2.9809453,0.40426636,0.8805787
1985-05-03,1.879842,1.6079881,0.27185392,0.8553847
1985-05-04,1.1215318,0.992815,0.12871683,0.88523126
1985-05-05,0.90509546,0.80614644,0.098949015,0.8906756
1985-05-06,1.3564506,1.2781925,0.07825804,0.94230676
1985-05-07,5.173329,4.929815,0.24351406,0.95292896
1985-05-08,6.201525,5.711444,0.4900813,0.9209741
1985-05-09,7.0813475,5.8786583,1.2026892,0.830161
1985-05-10,5.405871,4.6659937,0.7398772,0.8631345
1985-05-11,6.4735084,5.7813215,0.69218683,0.8930739
1985-05-12,5.076771,4.375323,0.70144796,0.86183184
1985-05-13,5.9471426,5.3430142,0.60412836,0.89841706
1985-05-14,5.1121736,4.6696725,0.44250107,0.9134417
1985-05-15,8.252091,7.2292776,1.0228138,0.876054
1985-05-16,8.1652,7.1601706,1.0050297,0.876913
1985-05-17,5.979702,5.358765,0.6209369,0.89615923
1985-05-18,1.9174857,1.6795404,0.23794532,0.87590766
1985-05-19,2.7908826,2.4753866,0.31549597,0.8869548
1985-05-20,6.203073,5.5144353,0.68863773,0.88898444
1985-05-21,4.874878,4.223292,0.65158606,0.86633795
1985-05-22,5.1031384,4.4348564,0.66828203,0.8690449
1985-05-23,3.99649,3.373047,0.6234429,0.84400237
1985-05-24,6.015566,5.278483,0.73708296,0.87747073
1985-05-25,5.9704633,5.3344364,0.63602686,0.8934711
1985-05-26,4.473524,3.8745604,0.59896374,0.8661092
1985-05-27,2.1454692,1.719203,0.4262662,0.801318
1985-05-28,3.2496536,2.8433928,0.40626073,0.8749834
1985-05-29,3.6625524,3.1475677,0.5149846,0.85939187
1985-05-30,5.9113274,4.9391556,0.9721718,0.8355409
1985-05-31,8.712462,6.3013773,2.4110851,0.7232602
1985-06-01,3.8676462,2.928403,0.9392433,0.75715375
1985-06-02,3.4112222,3.0610912,0.35013103,0.8973591
1985-06-03,5.698774,5.192826,0.50594807,0.9112181
1985-06-04,8.613851,7.8924375,0.72141314,0.91624963
1985-06-05,3.7092245,3.1459188,0.5633056,0.84813386
1985-06-06,2.3807666,1.9417611,0.4390055,0.8156033
1985-06-07,1.6369333,1.4427772,0.19415617,0.8813903
1985-06-08,1.5227007,1.3925655,0.13013518,0.9145366
1985-06-09,3.3665953,2.9405162,0.42607903,0.8734392
1985-06-10,4.4232965,3.5515952,0.87170124,0.8029295
1985-06-11,4.169618,3.5669117,0.60270643,0.85545284
1985-06-12,10.26587,8.530322,1.735548,0.83094
1985-06-13,17.73805,10.124691,7.6133595,0.5707894
1985-06-14,14.489552,7.4212313,7.0683203,0.5121781
1985-06-15,12.435016,7.403945,5.0310707,0.595411
1985-06-16,15.604852,10.1061735,5.498678,0.6476302
1985-06-17,24.15924,13.310127,10.849113,0.5509332
1985-06-18,32.72135,13.389031,19.332321,0.40918332
1985-06-19,28.98913,9.978199,19.010931,0.34420484
1985-06-20,16.881186,7.6156573,9.265528,0.45113286
1985-06-21,12.553861,6.4034443,6.1504164,0.5100777
1985-06-22,10.087636,6.595122,3.4925141,0.6537827
1985-06-23,5.028256,3.7871363,1.2411196,0.75317097
1985-06-24,3.2183666,2.284028,0.93433857,0.7096855
1985-06-25,2.6126842,2.1391697,0.47351456,0.8187632
1985-06-26,3.8510535,3.1033254,0.7477281,0.80583805
1985-06-27,2.0101767,1.4454639,0.56471276,0.71907306
1985-06-28,4.40551,2.7193604,1.6861496,0.6172635
1985-06-29,4.100285,2.4811506,1.6191344,0.6051166
1985-06-30,3.1938546,1.9468107,1.2470438,0.609549
1985-07-01,2.5222483,1.7504982,0.7717501,0.69402295
1985-07-02,5.005782,3.8589864,1.1467957,0.7709058
1985-07-03,4.4566617,3.487447,0.9692147,0.7825245
1985-07-04,3.8049583,3.3626835,0.4422748,0.88376355
1985-07-05,3.766389,3.2684424,0.4979465,0.86779207
1985-07-06,6.3910604,5.713486,0.67757416,0.8939809
1985-07-07,6.466567,5.7673607,0.69920635,0.89187366
1985-07-08,5.4146714,4.5901494,0.824522,0.84772444
1985-07-09,5.338842,4.7945786,0.54426336,0.8980559
1985-07-10,9.107648,8.135095,0.97255325,0.8932158
1985-07-11,14.280897,10.580918,3.6999788,0.7409141
1985-07-12,6.5490203,4.9325967,1.6164236,0.75318086
1985-07-13,4.5402155,3.946605,0.5936105,0.869255
1985-07-14,2.6191728,2.2581577,0.36101508,0.86216444
1985-07-15,2.64505,2.4318647,0.21318531,0.9194022
1985-07-16,5.347206,4.814109,0.53309727,0.9003036
1985-07-17,8.688907,8.068288,0.6206188,0.9285734
1985-07-18,4.330001,3.763625,0.566376,0.86919725
1985-07-19,4.780334,4.346658,0.43367577,0.90927917
1985-07-20,3.1443098,2.8976212,0.2466886,0.92154443
1985-07-21,3.8245819,3.614127,0.21045494,0.9449731
1985-07-22,6.198079,5.8821836,0.31589556,0.9490333
1985-07-23,4.5641494,4.0997458,0.46440363,0.8982497
1985-07-24,2.7187877,2.468206,0.25058174,0.9078333
1985-07-25,2.6490605,2.3554792,0.29358125,0.88917536
1985-07-26,2.9296212,2.5586267,0.37099457,0.8733643
1985-07-27,4.6537914,4.1565866,0.49720478,0.89316136
1985-07-28,10.030889,8.543433,1.4874554,0.8517125
1985-07-29,9.325187,6.631123,2.6940637,0.71109813
1985-07-30,8.093903,6.6149836,1.478919,0.8172799
1985-07-31,6.0132546,5.1270456,0.886209,0.85262406
1985-08-01,7.0058765,5.2969437,1.7089329,0.7560715
1985-08-02,8.346456,6.890335,1.4561205,0.82554024
1985-08-03,7.4162283,6.2570796,1.1591487,0.84370106
1985-08-04,6.0963974,5.2363605,0.86003685,0.858927
1985-08-05,4.1598797,3.6855865,0.47429323,0.8859839
1985-08-06,3.2420847,2.769054,0.4730308,0.8540967
1985-08-07,7.5418787,6.443613,1.0982656,0.8543777
1985-08-08,15.354189,11.941596,3.412593,0.7777419
1985-08-09,15.6091795,8.893125,6.716055,0.56973684
1985-08-10,10.035404,5.5864344,4.44897,0.5566726
1985-08-11,8.40255,5.7745914,2.6279583,0.68724275
1985-08-12,8.704917,6.674856,2.0300608,0.76679146
1985-08-13,7.816969,5.668648,2.1483212,0.7251721
1985-08-14,7.658086,5.201413,2.4566727,0.6792054
1985-08-15,7.906666,5.129301,2.7773647,0.64873123
1985-08-16,4.6333194,3.8064482,0.82687116,0.8215381
1985-08-17,6.550812,5.786013,0.76479864,0.8832513
1985-08-18,7.0117536,6.22045,0.79130363,0.8871461
1985-08-19,7.2149787,5.964359,1.2506199,0.8266634
1985-08-20,7.2000666,6.225542,0.9745245,0.8646506
1985-08-21,7.392022,5.4756403,1.9163818,0.74075
1985-08-22,11.851533,7.913894,3.9376388,0.6677528
1985-08-23,15.487737,7.2331653,8.254572,0.46702534
1985-08-24,13.645068,6.261693,7.383375,0.4588979
1985-08-25,11.672954,5.47168,6.2012734,0.46874857
1985-08-26,10.005606,5.635121,4.370485,0.56319636
1985-08-27,14.45137,6.2484374,8.202932,0.4323768
1985-08-28,7.337556,3.5672119,3.770344,0.48615804
1985-08-29,4.9738173,3.4063585,1.5674589,0.68485796
1985-08-30,7.0280747,4.5416136,2.4864612,0.6462102
1985-08-31,6.9315305,5.5583863,1.3731441,0.80189884
1985-09-01,6.100232,5.290463,0.80976915,0.867256
1985-09-02,10.86054,8.688366,2.1721745,0.7999939
1985-09-03,9.669959,7.949904,1.7200551,0.8221238
1985-09-04,9.348964,6.589439,2.7595248,0.70483094
1985-09-05,12.957434,7.0868273,5.8706064,0.5469314
1985-09-06,8.726771,4.6468277,4.0799437,0.5324796
1985-09-07,3.0994647,2.0949786,1.0044861,0.67591625
1985-09-08,7.343798,6.4291463,0.9146519,0.87545246
1985-09-09,21.923008,17.838236,4.084772,0.8136765
1985-09-10,20.740196,14.155868,6.5843287,0.68253297
1985-09-11,15.542987,10.323453,5.219534,0.6641872
1985-09-12,11.136542,9.01276,2.1237822,0.8092961
1985-09-13,8.947281,8.196404,0.7508764,0.9160777
1985-09-14,11.477824,9.933428,1.5443964,0.8654452
1985-09-15,17.87872,12.565179,5.3135405,0.7028008
1985-09-16,12.522213,7.7952013,4.7270117,0.6225099
1985-09-17,9.196068,6.902989,2.293079,0.7506457
1985-09-18,6.9904056,4.7902355,2.20017,0.6852586
1985-09-19,6.7693105,5.549779,1.2195315,0.81984407
1985-09-20,7.9017167,6.913954,0.9877629,0.87499386
1985-09-21,9.525879,7.81394,1.7119389,0.82028544
1985-09-22,8.594057,6.915782,1.6782751,0.80471677
1985-09-23,9.004836,8.071497,0.9333391,0.89635134
1985-09-24,7.1176906,6.00193,1.1157603,0.8432412
1985-09-25,8.047938,6.6332107,1.4147277,0.82421243
1985-09-26,6.5841985,5.1997623,1.3844361,0.7897335
1985-09-27,5.8293524,4.770936,1.0584164,0.8184333
1985-09-28,5.6482368,4.84649,0.80174685,0.8580536
1985-09-29,7.2445626,4.6028943,2.6416683,0.63535845
1985-09-30,15.282615,9.417022,5.865593,0.6161918
1985-10-01,27.755314,10.200643,17.554672,0.36752033
1985-10-02,14.584157,7.806919,6.777238,0.5353014
1985-10-03,10.392906,6.140218,4.2526884,0.5908086
1985-10-04,5.226046,1.7131263,3.51292,0.32780543
1985-10-05,4.3556576,2.3023598,2.0532978,0.5285906
1985-10-06,2.5252268,1.9470775,0.5781493,0.7710505
1985-10-07,2.3954103,1.8687952,0.52661514,0.7801566
1985-10-08,5.364274,4.616667,0.74760723,0.8606322
1985-10-09,7.3292255,6.6742234,0.6550021,0.9106315
1985-10-10,5.70072,4.390196,1.310524,0.7701125
1985-10-11,15.827328,8.130087,7.697241,0.513674
1985-10-12,11.530512,7.8146973,3.7158146,0.6777407
1985-10-13,6.26943,5.2754116,0.99401855,0.8414499
1985-10-14,4.7837152,3.5532658,1.2304494,0.7427837
1985-10-15,20.225801,6.6949835,13.530818,0.331012
1985-10-16,20.395735,6.539832,13.855903,0.32064706
1985-10-17,7.558976,6.287415,1.2715611,0.8317813
1985-10-18,4.2474427,3.7072823,0.5401604,0.87282693
1985-10-19,3.1740427,2.766937,0.40710568,0.8717391
1985-10-20,6.6976237,2.4640956,4.233528,0.36790594
1985-10-21,17.049978,3.5875654,13.462413,0.21041466
1985-10-22,9.554856,4.840081,4.714775,0.50655717
1985-10-23,4.600606,3.151915,1.4486909,0.68510866
1985-10-24,2.9904852,1.9246416,1.0658436,0.6435884
1985-10-25,3.3662202,2.770362,0.59585834,0.8229889
1985-10-26,2.9059758,2.58977,0.31620574,0.8911878
1985-10-27,1.843884,1.6310095,0.21287453,0.884551
1985-10-28,1.5882683,1.4415476,0.14672065,0.9076223
1985-10-29,2.1869838,1.9348515,0.2521323,0.88471234
1985-10-30,3.6375055,3.073256,0.5642495,0.8448801
1985-10-31,4.659963,3.381417,1.2785461,0.7256317
1985-11-01,3.2013512,2.1817427,1.0196085,0.6815068
1985-11-02,3.790209,2.6460416,1.1441674,0.6981255
1985-11-03,8.766182,6.8274846,1.9386973,0.7788436
1985-11-04,4.485122,3.3053052,1.179817,0.7369488
1985-11-05,3.9480803,3.1164546,0.8316257,0.78935945
1985-11-06,3.216428,2.4083178,0.80811024,0.7487554
1985-11-07,2.8128955,2.272364,0.54053164,0.807838
1985-11-08,5.519247,4.354891,1.1643562,0.7890371
1985-11-09,4.7873616,3.6270864,1.1602752,0.75763786
1985-11-10,5.6305127,4.1169553,1.5135574,0.73118657
1985-11-11,5.74547,4.8534093,0.89206076,0.8447367
1985-11-12,4.0815988,2.897118,1.1844807,0.7097998
1985-11-13,5.616751,2.4889538,3.1277974,0.44313052
1985-11-14,2.610277,1.4782764,1.1320006,0.5663293
1985-11-15,2.9782145,1.694647,1.2835675,0.56901443
1985-11-16,6.1897435,2.8758578,3.3138857,0.46461663
1985-11-17,5.925891,3.291279,2.6346118,0.55540663
1985-11-18,3.272367,1.8061852,1.4661818,0.5519507
1985-11-19,2.129784,1.4476361,0.682148,0.67971027
1985-11-20,2.8252964,1.6268625,1.1984339,0.57582015
1985-11-21,2.745709,1.5062709,1.239438,0.5485909
1985-11-22,2.3780596,1.2736884,1.1043712,0.5355999
1985-11-23,2.114865,1.0783477,1.0365174,0.5098896
1985-11-24,8.854454,3.5436144,5.3108397,0.40020698
1985-11-25,12.690193,4.8426003,7.847593,0.38160178
1985-11-26,7.1989136,4.7525163,2.4463973,0.66017133
1985-11-27,3.272983,2.6413066,0.63167644,0.80700284
1985-11-28,6.0535355,5.1668334,0.88670206,0.85352325
1985-11-29,4.8844495,3.0316076,1.8528419,0.62066513
1985-11-30,6.9350295,3.9179904,3.017039,0.56495655
1985-12-01,3.4406989,2.1339562,1.3067427,0.6202101
1985-12-02,2.272088,1.1755337,1.0965544,0.5173803
1985-12-03,1.7529979,0.94338584,0.80961204,0.53815573
1985-12-04,4.3122873,2.2356303,2.076657,0.51843256
1985-12-05,3.2038324,1.8479959,1.3558365,0.5768079
1985-12-06,1.4529744,0.9988517,0.45412272,0.68745303
1985-12-07,1.6738087,1.1989131,0.4748956,0.71627843
1985-12-08,1.7494593,1.1328171,0.6166421,0.6475242
1985-12-09,1.268184,0.8322154,0.43596852,0.6562261
1985-12-10,1.2366742,0.8588308,0.37784338,0.69446814
1985-12-11,3.0009525,1.3136032,1.6873493,0.43772873
1985-12-12,2.0978541,0.9352511,1.162603,0.44581324
1985-12-13,0.929425,0.3341443,0.5952807,0.35951722
1985-12-14,1.5813141,0.5128655,1.0684485,0.32432866
1985-12-15,0.7692827,0.35531735,0.41396534,0.46188137
1985-12-16,0.8406563,0.27219626,0.56846,0.3237902
1985-12-17,1.0490996,0.31465086,0.7344487,0.2999247
1985-12-18,1.0811727,0.43233654,0.64883614,0.3998774
1985-12-19,2.767414,0.81784415,1.94957,0.29552647
1985-12-20,9.300976,2.1911278,7.109848,0.23558041
1985-12-21,4.584716,1.4934486,3.091267,0.32574508
1985-12-22,1.1353891,0.46179232,0.67359674,0.40672606
1985-12-23,0.46076086,0.24669072,0.21407014,0.5353986
1985-12-24,0.44776982,0.28071123,0.16705859,0.6269097
1985-12-25,0.53010714,0.23899506,0.29111207,0.45084295
1985-12-26,0.62935996,0.27775994,0.35160002,0.44133717
1985-12-27,0.45177034,0.24281846,0.20895188,0.5374821
1985-12-28,0.2349038,0.13349384,0.10140996,0.56829154
1985-12-29,0.0929645,0.06774804,0.02521646,0.7287517
1985-12-30,0.1403756,0.059390396,0.0809852,0.42308205
1985-12-31,1.7482438,0.34276682,1.405477,0.19606352
1986-01-01,1.7503383,0.6626144,1.087724,0.3785636
1986-01-02,0.32975855,0.17417808,0.15558048,0.52819884
1986-01-03,0.9930433,0.2479619,0.7450814,0.24969897
1986-01-04,1.0262568,0.31211442,0.7141424,0.30412897
1986-01-05,0.56031656,0.25602257,0.304294,0.45692486
1986-01-06,0.5200521,0.2283254,0.29172668,0.43904334
1986-01-07,0.29171383,0.13945858,0.15225525,0.47806638
1986-01-08,0.33605576,0.22700983,0.10904592,0.67551243
1986-01-09,1.4389644,0.45692214,0.9820422,0.3175354
1986-01-10,0.56250274,0.3013846,0.26111814,0.53579223
1986-01-11,0.39262605,0.22255847,0.17006758,0.5668459
1986-01-12,0.75831515,0.32959574,0.4287194,0.43464217
1986-01-13,0.60791314,0.24278198,0.36513114,0.39936954
1986-01-14,0.30151534,0.14534637,0.15616897,0.48205298
1986-01-15,0.61957526,0.38785163,0.23172364,0.625996
1986-01-16,0.4820942,0.33268866,0.14940554,0.6900906
1986-01-17,0.17577927,0.12083432,0.054944947,0.6874208
1986-01-18,0.38222674,0.2752822,0.10694453,0.72020656
1986-01-19,0.28080446,0.19737951,0.08342494,0.7029073
1986-01-20,0.35787055,0.23011652,0.12775403,0.6430161
1986-01-21,0.37144762,0.25497782,0.1164698,0.68644357
1986-01-22,1.1104814,0.4953664,0.615115,0.44608256
1986-01-23,0.9610097,0.38772878,0.57328093,0.40345982
1986-01-24,0.43767735,0.19656263,0.24111472,0.44910395
1986-01-25,1.3311669,0.4570489,0.874118,0.34334454
1986-01-26,1.4899753,0.51942956,0.97054577,0.3486162
1986-01-27,0.64746726,0.33087927,0.31658798,0.5110363
1986-01-28,0.19765131,0.1415205,0.05613081,0.7160109
1986-01-29,0.15788604,0.097900756,0.059985287,0.62007225
1986-01-30,0.08170095,0.05498738,0.026713572,0.6730323
1986-01-31,0.21537882,0.108291194,0.10708763,0.5027941
1986-02-01,0.60958433,0.23640683,0.3731775,0.38781646
1986-02-02,0.61398935,0.28296947,0.33101988,0.46087033
1986-02-03,1.660578,0.70254934,0.9580287,0.42307517
1986-02-04,1.3401198,0.509233,0.83088684,0.37999064
1986-02-05,0.98506194,0.29644933,0.6886126,0.30094486
1986-02-06,1.4800072,0.33186632,1.1481409,0.22423291
1986-02-07,2.4883046,0.56652594,1.9217787,0.22767548
1986-02-08,0.9123437,0.31214106,0.6002026,0.34213102
1986-02-09,1.2519788,0.2702641,0.98171467,0.21586955
1986-02-10,0.96931356,0.32624885,0.64306474,0.3365772
1986-02-11,0.32564363,0.19052735,0.13511628,0.5850793
1986-02-12,0.10467299,0.06564666,0.039026327,0.62715954
1986-02-13,0.05074073,0.033809397,0.016931333,0.66631675
1986-02-14,0.07425933,0.041045323,0.03321401,0.5527295
1986-02-15,0.26963466,0.13539347,0.1342412,0.50213677
1986-02-16,0.42884663,0.28973976,0.13910687,0.6756256
1986-02-17,0.45857263,0.3313262,0.12724644,0.7225163
1986-02-18,1.2712166,0.73830026,0.53291637,0.5807824
1986-02-19,2.0188477,1.1236055,0.8952422,0.55655783
1986-02-20,4.926642,1.9074931,3.0191488,0.38717917
1986-02-21,4.489675,1.7264014,2.7632737,0.38452703
1986-02-22,2.0595853,0.6005877,1.4589976,0.29160613
1986-02-23,0.89615524,0.23287988,0.66327536,0.25986555
1986-02-24,1.100094,0.30841628,0.7916777,0.2803545
1986-02-25,0.75792146,0.2060711,0.5518504,0.27188978
1986-02-26,0.6510958,0.25083673,0.40025908,0.3852532
1986-02-27,1.945698,0.41029632,1.5354017,0.21087359
1986-02-28,2.453774,0.44108686,2.0126872,0.17975855
1986-03-01,3.0809574,0.44792467,2.6330328,0.1453849
1986-03-02,0.999163,0.30159324,0.6975697,0.3018459
1986-03-03,0.28795803,0.17772675,0.11023128,0.6171967
1986-03-04,0.11470235,0.07600208,0.038700268,0.66260266
1986-03-05,0.23637475,0.106214985,0.13015977,0.44934997
1986-03-06,0.48135132,0.17617391,0.3051774,0.3659986
1986-03-07,0.21777022,0.16072634,0.05704388,0.73805475
1986-03-08,0.17366014,0.12380386,0.049856283,0.7129089
1986-03-09,0.24223986,0.15547933,0.086760536,0.6418404
1986-03-10,0.13313226,0.10138084,0.031751424,0.76150465
1986-03-11,0.21517655,0.12878501,0.08639154,0.5985086
1986-03-12,0.24053854,0.16734222,0.07319632,0.69569814
1986-03-13,0.37984127,0.335889,0.043952256,0.88428783
1986-03-14,0.25988644,0.22843938,0.031447068,0.8789969
1986-03-15,0.23692822,0.21466155,0.022266671,0.90601933
1986-03-16,0.37089115,0.3435487,0.027342469,0.926279
1986-03-17,0.43192863,0.3996193,0.032309324,0.92519754
1986-03-18,0.9878945,0.9487497,0.039144754,0.96037555
1986-03-19,0.74829954,0.696372,0.051927567,0.9306059
1986-03-20,0.94585824,0.8832536,0.062604666,0.9338118
1986-03-21,0.9821685,0.82617265,0.15599585,0.84117204
1986-03-22,1.6928682,1.0953245,0.5975437,0.6470229
1986-03-23,1.9817377,1.2162312,0.7655065,0.6137196
1986-03-24,2.8597307,2.0742602,0.7854705,0.7253341
1986-03-25,1.1460617,0.862481,0.28358066,0.75256073
1986-03-26,1.1270832,0.90927106,0.21781212,0.8067471
1986-03-27,3.288639,3.0245454,0.26409364,0.91969514
1986-03-28,1.7292606,1.4147567,0.3145039,0.8181281
1986-03-29,1.4881445,1.2012893,0.28685522,0.80723965
1986-03-30,0.5011052,0.3585044,0.14260077,0.71542746
1986-03-31,1.7724334,1.3837283,0.38870513,0.78069407
1986-04-01,1.7584794,1.5404907,0.21798861,0.87603575
1986-04-02,1.0027599,0.8949842,0.10777575,0.8925209
1986-04-03,0.7454612,0.6607982,0.08466303,0.88642865
1986-04-04,2.4558816,2.1864815,0.26940012,0.8903041
1986-04-05,1.6468235,1.3558171,0.29100645,0.82329226
1986-04-06,0.96701986,0.714614,0.25240588,0.73898584
1986-04-07,0.6542967,0.49093235,0.16336435,0.7503207
1986-04-08,0.9425305,0.7269479,0.21558261,0.77127254
1986-04-09,2.2832572,2.0499842,0.23327303,0.8978332
1986-04-10,4.522024,4.303959,0.21806526,0.95177704
1986-04-11,7.2588873,6.7790775,0.47980976,0.93390036
1986-04-12,3.7881193,3.4992166,0.28890276,0.9237345
1986-04-13,1.6138281,1.4762781,0.13755,0.91476786
1986-04-14,2.1733031,2.0100536,0.1632495,0.92488414
1986-04-15,6.0120344,5.326742,0.68529224,0.88601327
1986-04-16,2.6577153,2.4583957,0.1993196,0.9250034
1986-04-17,1.0252446,0.92502844,0.10021615,0.9022515
1986-04-18,1.1418037,1.0685886,0.07321513,0.9358777
1986-04-19,0.58684224,0.55802774,0.028814495,0.95089906
1986-04-20,2.3787146,2.3230965,0.055618048,0.97661847
1986-04-21,6.9018893,6.0700936,0.8317957,0.8794829
1986-04-22,12.734567,8.3951,4.339467,0.65923715
1986-04-23,3.2772121,2.976688,0.30052423,0.9082988
1986-04-24,2.9362016,2.445262,0.49093962,0.8327977
1986-04-25,1.7329167,1.6008489,0.1320678,0.9237887
1986-04-26,1.5051802,1.4031793,0.10200095,0.9322334
1986-04-27,1.5422432,1.4362651,0.10597813,0.9312831
1986-04-28,2.5499103,2.3973768,0.15253353,0.94018084
1986-04-29,3.214507,2.9958837,0.2186234,0.93198854
