,tp,cp,sp,cf
1980-01-01,0.13615017,0.08456542,0.051584743,0.6211188
1980-01-02,0.07984523,0.050805353,0.029039875,0.63629794
1980-01-03,0.10267718,0.061039925,0.041637257,0.59448385
1980-01-04,0.9983204,0.3216569,0.6766635,0.32219806
1980-01-05,0.72019047,0.27627617,0.4439143,0.38361543
1980-01-06,1.1441389,0.37384,0.77029896,0.32674354
1980-01-07,1.9513332,0.6219346,1.3293986,0.3187229
1980-01-08,0.92319685,0.38886383,0.534333,0.42121443
1980-01-09,0.97180665,0.40988988,0.56191677,0.4217813
1980-01-10,0.4541894,0.21925746,0.23493193,0.48274457
1980-01-11,0.19228737,0.12375256,0.068534814,0.64358133
1980-01-12,0.22032541,0.067970015,0.1523554,0.3084983
1980-01-13,0.99409395,0.18226492,0.81182903,0.18334779
1980-01-14,1.6826396,0.38392708,1.2987125,0.22816953
1980-01-15,1.7744497,0.42817235,1.3462774,0.24129866
1980-01-16,0.6405603,0.24640462,0.3941557,0.38467044
1980-01-17,1.0449995,0.3380136,0.7069859,0.32345814
1980-01-18,0.9437301,0.35686627,0.5868639,0.3781444
1980-01-19,0.64990896,0.33298904,0.31691992,0.5123626
1980-01-20,0.5955022,0.2750459,0.3204563,0.4618722
1980-01-21,1.0928979,0.35882407,0.7340738,0.3283235
1980-01-22,0.8174633,0.34050217,0.4769611,0.41653514
1980-01-23,0.42373726,0.23334354,0.19039372,0.5506798
1980-01-24,0.3089668,0.16709459,0.1418722,0.5408173
1980-01-25,0.6094295,0.22980377,0.3796257,0.37708017
1980-01-26,0.5614718,0.32026145,0.24121037,0.5703963
1980-01-27,1.3542417,1.0938307,0.26041102,0.80770713
1980-01-28,0.30591932,0.20295802,0.1029613,0.6634364
1980-01-29,0.13118482,0.091438785,0.03974603,0.6970226
1980-01-30,1.8252972,0.23800209,1.5872952,0.13039087
1980-01-31,2.5130665,0.48035,2.0327165,0.19114098
1980-02-01,1.2271105,0.45644367,0.77066684,0.37196624
1980-02-02,0.9833563,0.34471428,0.638642,0.3505487
1980-02-03,0.6097541,0.31778416,0.29196993,0.52116776
1980-02-04,1.3453308,0.39694867,0.94838214,0.29505655
1980-02-05,2.0648842,0.6107598,1.4541245,0.29578406
1980-02-06,1.1811348,0.3780176,0.8031172,0.3200461
1980-02-07,2.0115507,0.5015857,1.509965,0.24935277
1980-02-08,2.3962102,0.45152268,1.9446875,0.188432
1980-02-09,1.5638658,0.4436085,1.1202573,0.28366148
1980-02-10,1.3190954,0.40429807,0.9147973,0.30649647
1980-02-11,1.1411042,0.35056114,0.7905431,0.3072122
1980-02-12,0.9731168,0.3377334,0.6353834,0.34706357
1980-02-13,0.77779084,0.31979528,0.45799556,0.41115844
1980-02-14,1.1176902,0.4185134,0.6991768,0.3744449
1980-02-15,0.82696587,0.37269953,0.45426634,0.4506831
1980-02-16,0.94316876,0.43029734,0.5128714,0.4562252
1980-02-17,1.2538383,0.6162653,0.637573,0.491503
1980-02-18,0.68319845,0.38701648,0.29618198,0.5664774
1980-02-19,0.48955458,0.3665947,0.12295988,0.7488332
1980-02-20,0.4719948,0.31178394,0.16021085,0.6605665
1980-02-21,1.6383274,1.1080245,0.5303029,0.6763145
1980-02-22,1.352516,0.9763177,0.37619835,0.72185296
1980-02-23,1.1411989,0.886049,0.2551499,0.7764194
1980-02-24,0.7004199,0.5827351,0.11768478,0.8319797
1980-02-25,0.7393673,0.6534098,0.08595753,0.8837418
1980-02-26,0.9224353,0.66633916,0.25609612,0.72236955
1980-02-27,1.7783684,1.2612724,0.5170959,0.7092301
1980-02-28,0.6219903,0.39978307,0.22220725,0.64274806
1980-02-29,0.35977262,0.29544947,0.06432316,0.82121164
1980-03-01,0.5006189,0.4589288,0.04169008,0.9167229
1980-03-02,0.7847658,0.7301065,0.054659307,0.9303495
1980-03-03,0.9841287,0.91419107,0.06993765,0.92893445
1980-03-04,0.77259755,0.73001075,0.042586803,0.9448784
1980-03-05,0.21566688,0.196388,0.019278869,0.9106081
1980-03-06,0.12616026,0.11154932,0.014610946,0.8841874
1980-03-07,0.08538674,0.0702095,0.015177235,0.822253
1980-03-08,0.07391009,0.054432444,0.019477643,0.73646843
1980-03-09,0.18102089,0.11884196,0.062178925,0.65650964
1980-03-10,0.5880063,0.44677585,0.14123046,0.75981474
1980-03-11,0.47105658,0.3579811,0.113075495,0.7599535
1980-03-12,1.2903893,1.1165775,0.1738118,0.8653028
1980-03-13,0.799282,0.6916035,0.10767853,0.8652809
1980-03-14,1.2897273,0.96841,0.32131732,0.75086415
1980-03-15,1.8234324,0.98040104,0.8430314,0.5376679
1980-03-16,2.083855,1.333218,0.75063694,0.63978446
1980-03-17,1.5712639,1.4019451,0.1693188,0.8922404
1980-03-18,2.1047115,1.9157784,0.18893313,0.91023326
1980-03-19,2.436627,2.1762462,0.26038074,0.8931388
1980-03-20,1.8899809,1.7151053,0.17487562,0.9074723
1980-03-21,0.6825611,0.59482294,0.08773816,0.87145746
1980-03-22,2.4095542,2.0669925,0.34256172,0.8578319
1980-03-23,1.8773599,1.577352,0.30000782,0.84019697
1980-03-24,1.2892835,0.76609313,0.5231904,0.5942007
1980-03-25,0.5982428,0.2968153,0.3014275,0.49614522
1980-03-26,1.1788017,0.5454589,0.63334274,0.46272323
1980-03-27,1.1514078,0.56051534,0.5908925,0.4868087
1980-03-28,2.4595978,1.598681,0.86091685,0.64997655
1980-03-29,2.1155922,1.876732,0.23886025,0.88709533
1980-03-30,1.2849495,1.1562114,0.12873816,0.89981073
1980-03-31,4.4629436,3.6414163,0.82152724,0.81592256
1980-04-01,3.753299,2.3949656,1.3583333,0.63809615
1980-04-02,0.8037176,0.39259547,0.41112214,0.4884744
1980-04-03,0.27273145,0.19604222,0.07668923,0.7188105
1980-04-04,0.49834776,0.44261062,0.055737138,0.8881561
1980-04-05,0.39771178,0.35677204,0.04093975,0.89706177
1980-04-06,1.4569396,1.2884212,0.16851842,0.88433397
1980-04-07,0.8971881,0.8046681,0.09252,0.8968778
1980-04-08,1.5912418,1.5293523,0.06188953,0.9611061
1980-04-09,4.319821,3.9321554,0.3876655,0.9102589
1980-04-10,4.3480062,3.8367383,0.5112679,0.88241327
1980-04-11,1.8956299,1.6266192,0.26901066,0.858089
1980-04-12,1.1911789,1.0831314,0.108047485,0.90929365
1980-04-13,4.5700197,3.4137955,1.1562243,0.74699795
1980-04-14,8.392224,6.44092,1.9513044,0.76748663
1980-04-15,2.779702,2.16303,0.61667204,0.77815175
1980-04-16,5.9151897,4.4151597,1.50003,0.7464105
1980-04-17,1.13862,0.8611221,0.27749795,0.7562857
1980-04-18,0.59140694,0.50570405,0.085702896,0.85508645
1980-04-19,0.5741373,0.5085513,0.06558597,0.885766
1980-04-20,2.267255,2.170705,0.09654999,0.95741546
1980-04-21,1.8737303,1.8071436,0.06658673,0.964463
1980-04-22,0.73925376,0.67119896,0.068054795,0.9079412
1980-04-23,1.1615418,1.0733804,0.08816147,0.9240996
1980-04-24,1.7728586,1.6445243,0.12833428,0.92761165
1980-04-25,5.1767983,4.646282,0.53051615,0.8975204
1980-04-26,6.583734,6.03081,0.55292416,0.91601664
1980-04-27,3.7774806,3.3699057,0.4075749,0.892104
1980-04-28,1.2148905,1.0917585,0.12313199,0.89864767
1980-04-29,0.9603202,0.8851053,0.07521486,0.9216773
1980-04-30,0.6004084,0.55874836,0.04166001,0.9306139
1980-05-01,1.1485275,1.0886769,0.059850574,0.9478893
1980-05-02,1.3026937,1.2576747,0.04501903,0.9654416
1980-05-03,3.303039,3.1070874,0.1959517,0.9406753
1980-05-04,4.7783813,4.4920263,0.28635502,0.9400728
1980-05-05,6.642058,6.156142,0.48591566,0.92684263
1980-05-06,6.534219,6.103696,0.43052292,0.93411255
1980-05-07,6.095408,5.6228995,0.47250843,0.92248124
1980-05-08,8.21768,7.3090115,0.9086685,0.88942516
1980-05-09,7.758236,6.9426675,0.81556845,0.8948771
1980-05-10,8.85148,8.081235,0.7702446,0.9129813
1980-05-11,4.2883806,3.9362133,0.35216737,0.9178787
1980-05-12,3.207559,2.989454,0.21810508,0.9320028
1980-05-13,2.4714642,2.3260994,0.14536476,0.94118273
1980-05-14,1.8681474,1.7448843,0.12326312,0.93401855
1980-05-15,8.542643,8.175051,0.36759186,0.9569698
1980-05-16,12.607649,11.602229,1.0054197,0.9202532
1980-05-17,11.175965,9.171003,2.004962,0.82060057
1980-05-18,12.973091,11.142543,1.8305483,0.8588965
1980-05-19,10.943153,8.010944,2.932209,0.73205084
1980-05-20,8.749362,6.9394784,1.8098836,0.79314107
1980-05-21,8.775965,6.763248,2.0127168,0.7706558
1980-05-22,10.117133,7.7019467,2.4151864,0.7612776
1980-05-23,5.7934093,4.480327,1.3130822,0.773349
1980-05-24,4.023782,3.2422903,0.7814915,0.80578184
1980-05-25,5.1535053,4.574632,0.57887316,0.8876739
1980-05-26,11.736594,9.859371,1.877223,0.84005386
1980-05-27,5.937366,3.7800832,2.1572828,0.63666
1980-05-28,3.1118696,2.8652923,0.24657726,0.92076236
1980-05-29,2.8893323,2.6390252,0.25030708,0.9133685
1980-05-30,2.9008799,2.7621484,0.13873148,0.9521761
1980-05-31,3.5093825,3.287293,0.22208953,0.9367155
1980-06-01,10.225634,9.329068,0.89656544,0.91232175
1980-06-02,9.623874,7.267719,2.356155,0.755176
1980-06-03,6.5658712,5.270661,1.2952104,0.8027359
1980-06-04,10.119377,8.361515,1.7578621,0.8262875
1980-06-05,5.089725,4.453793,0.63593197,0.87505573
1980-06-06,6.6317472,6.0860577,0.5456896,0.91771555
1980-06-07,7.600469,7.061736,0.538733,0.92911845
1980-06-08,10.93773,9.96121,0.9765196,0.9107201
1980-06-09,12.638285,9.257715,3.3805695,0.7325136
1980-06-10,12.373308,8.292051,4.081257,0.67015636
1980-06-11,12.342218,7.921316,4.4209023,0.6418065
1980-06-12,6.738212,4.9916034,1.7466087,0.7407905
1980-06-13,7.0360975,5.4941454,1.5419521,0.78085124
1980-06-14,8.481512,7.112756,1.3687563,0.8386188
1980-06-15,7.1892924,5.8986826,1.2906098,0.82048166
1980-06-16,8.934153,7.1925063,1.7416463,0.80505747
1980-06-17,13.180531,9.311201,3.8693295,0.706436
1980-06-18,12.922128,8.654609,4.267519,0.66975105
1980-06-19,11.834517,8.332809,3.501707,0.7041107
1980-06-20,11.693721,9.124587,2.5691338,0.780298
1980-06-21,8.46739,6.9755783,1.4918118,0.82381684
1980-06-22,9.22552,7.7624874,1.4630327,0.84141463
1980-06-23,10.32528,8.682442,1.6428385,0.84089166
1980-06-24,14.454333,12.026413,2.4279203,0.8320282
1980-06-25,11.910215,8.275525,3.6346903,0.6948258
1980-06-26,24.602488,15.121244,9.481243,0.6146226
1980-06-27,23.738369,13.664061,10.074308,0.57561076
1980-06-28,14.370622,5.765277,8.605345,0.40118495
1980-06-29,9.58726,5.654405,3.9328551,0.5897832
1980-06-30,5.9054475,4.7160664,1.1893811,0.79859596
1980-07-01,3.9247322,3.4083035,0.5164287,0.86841685
1980-07-02,3.7925286,3.34495,0.44757867,0.8819841
1980-07-03,6.920911,6.175359,0.74555206,0.89227545
1980-07-04,7.9434066,6.581033,1.3623734,0.82849
1980-07-05,5.533731,4.567236,0.96649504,0.8253448
1980-07-06,4.0184407,3.4205935,0.5978472,0.85122406
1980-07-07,7.398392,6.551386,0.8470063,0.8855148
1980-07-08,8.48564,7.2562246,1.2294149,0.85511816
1980-07-09,7.3868566,5.8698797,1.5169768,0.7946384
1980-07-10,3.5725968,2.911529,0.6610677,0.81496155
1980-07-11,1.9787446,1.6403719,0.3383727,0.8289963
1980-07-12,3.0328193,2.3791616,0.6536577,0.7844719
1980-07-13,4.8995776,3.492841,1.4067366,0.71288615
1980-07-14,4.1905518,3.1353838,1.0551679,0.7482031
1980-07-15,2.2251458,1.7997965,0.42534935,0.80884427
1980-07-16,2.917052,2.4988985,0.41815352,0.856652
1980-07-17,4.260868,3.8864589,0.3744092,0.91212845
1980-07-18,8.954298,8.121608,0.83269024,0.9070066
1980-07-19,13.07511,10.4086485,2.666462,0.7960658
1980-07-20,13.6633415,10.118136,3.545205,0.7405316
1980-07-21,13.134527,10.260987,2.87354,0.7812224
1980-07-22,23.59116,10.111497,13.479663,0.4286138
1980-07-23,28.325676,11.27837,17.047306,0.39816773
1980-07-24,13.01657,9.306065,3.7105055,0.71493983
1980-07-25,11.606045,7.485683,4.120362,0.6449814
1980-07-26,9.633861,6.829412,2.8044486,0.7088967
1980-07-27,7.2961707,5.5423555,1.7538152,0.75962526
1980-07-28,5.8580637,4.490499,1.3675647,0.76655006
1980-07-29,3.2716262,2.7569551,0.5146711,0.8426865
1980-07-30,2.9646955,2.471248,0.49344754,0.8335588
1980-07-31,3.542326,3.1788905,0.3634355,0.897402
1980-08-01,7.877972,6.8621893,1.0157828,0.8710604
1980-08-02,5.787725,4.642892,1.1448331,0.8021964
1980-08-03,2.0655727,1.7547053,0.31086743,0.8495006
1980-08-04,1.2058955,1.0393056,0.16658998,0.8618537
1980-08-05,3.6118402,3.2999246,0.31191564,0.9136408
1980-08-06,5.622325,5.0883136,0.53401136,0.90501946
1980-08-07,3.1872032,2.8395214,0.34768176,0.8909132
1980-08-08,5.221971,4.7723856,0.44958544,0.913905
1980-08-09,7.7261143,6.916868,0.80924606,0.8952583
1980-08-10,6.838883,5.9698277,0.8690553,0.8729244
1980-08-11,5.447949,4.54339,0.90455914,0.83396333
1980-08-12,4.708644,3.9145389,0.79410505,0.83135164
1980-08-13,6.673788,5.758204,0.9155841,0.86280894
1980-08-14,9.316433,8.0421095,1.2743235,0.86321765
1980-08-15,9.653819,7.8534665,1.8003526,0.81350875
1980-08-16,8.493774,7.1500754,1.343699,0.8418019
1980-08-17,9.84796,8.506336,1.3416243,0.8637663
1980-08-18,15.539891,10.113067,5.4268246,0.65078104
1980-08-19,21.553202,8.877838,12.675364,0.41190344
1980-08-20,9.216979,4.6607213,4.5562577,0.5056669
1980-08-21,5.1514125,4.1856146,0.9657979,0.8125178
1980-08-22,12.2294855,9.4494505,2.780035,0.77267766
1980-08-23,19.221102,12.388215,6.8328867,0.64451116
1980-08-24,13.173661,7.650689,5.522972,0.5807565
1980-08-25,6.9164557,4.7836976,2.1327581,0.69164
1980-08-26,6.7346168,5.111767,1.62285,0.7590286
1980-08-27,9.209365,6.6972575,2.5121074,0.7272225
1980-08-28,15.97324,7.11981,8.85343,0.44573364
1980-08-29,20.329222,9.049937,11.2792845,0.4451689
1980-08-30,28.767363,11.501514,17.265848,0.39981124
1980-08-31,18.767406,7.7003126,11.067094,0.41030243
1980-09-01,9.338752,6.1997538,3.138998,0.6638739
1980-09-02,13.397842,10.868996,2.5288467,0.8112497
1980-09-03,13.964628,11.052712,2.9119158,0.7914792
1980-09-04,12.854363,10.10637,2.7479935,0.78622097
1980-09-05,19.664602,13.181378,6.483224,0.67030996
1980-09-06,22.995043,10.948731,12.046311,0.47613442
1980-09-07,8.613829,6.227264,2.3865647,0.722938
1980-09-08,9.718624,8.347157,1.3714676,0.85888255
1980-09-09,17.745996,12.767123,4.9788733,0.7194368
1980-09-10,21.728397,10.339658,11.38874,0.4758592
1980-09-11,16.834145,8.78213,8.052014,0.52168554
1980-09-12,7.975535,4.3446627,3.6308722,0.5447487
1980-09-13,10.00404,7.751907,2.252133,0.77487767
1980-09-14,16.123276,11.155525,4.9677505,0.6918895
1980-09-15,26.615486,10.590328,16.025158,0.397901
1980-09-16,24.593977,9.13858,15.455397,0.37157798
1980-09-17,11.266882,5.22471,6.042172,0.4637228
1980-09-18,9.5891,5.538226,4.0508738,0.57755435
1980-09-19,8.736545,5.1201596,3.616385,0.5860623
1980-09-20,5.175474,3.0073028,2.1681714,0.58106804
1980-09-21,5.8246503,5.297716,0.52693415,0.9095338
1980-09-22,7.7334023,6.91522,0.81818247,0.89420146
1980-09-23,8.804535,7.6955314,1.1090035,0.8740418
1980-09-24,12.842377,10.528575,2.3138018,0.8198307
1980-09-25,13.636392,9.928645,3.7077465,0.72809917
1980-09-26,11.349989,8.778789,2.5712004,0.7734623
1980-09-27,11.297947,9.588466,1.7094812,0.848691
1980-09-28,9.336652,7.4095054,1.9271464,0.7935934
1980-09-29,10.015581,7.009394,3.006187,0.69984895
1980-09-30,11.21192,7.9476233,3.2642965,0.7088548
1980-10-01,12.846422,7.772578,5.0738444,0.60503834
1980-10-02,6.777642,4.83319,1.9444518,0.7131079
1980-10-03,6.2594547,5.2248845,1.0345702,0.8347188
1980-10-04,8.849983,7.17518,1.6748033,0.8107563
1980-10-05,11.442006,6.835226,4.60678,0.59738004
1980-10-06,17.696745,9.506102,8.190643,0.53716666
1980-10-07,10.288203,6.752972,3.535231,0.6563801
1980-10-08,6.3744035,5.7015905,0.67281294,0.89445084
1980-10-09,3.2104044,2.771859,0.43854547,0.8633987
1980-10-10,2.7596443,2.4252517,0.33439255,0.8788277
1980-10-11,2.6282737,2.1865096,0.44176412,0.83191854
1980-10-12,2.8070953,2.4037108,0.40338445,0.85629827
1980-10-13,2.9865627,2.5625427,0.42402005,0.85802406
1980-10-14,5.620832,4.825138,0.7956939,0.85843843
1980-10-15,4.100816,3.5895617,0.5112541,0.8753287
1980-10-16,3.2652113,2.9618084,0.3034029,0.9070802
1980-10-17,4.7390223,4.415251,0.32377148,0.93167967
1980-10-18,8.328166,7.3430247,0.9851413,0.8817097
1980-10-19,5.9761915,4.707238,1.2689533,0.7876652
1980-10-20,11.026482,7.868042,3.1584396,0.71355873
1980-10-21,11.628676,8.880433,2.7482433,0.7636667
1980-10-22,6.4242034,5.086867,1.3373365,0.79182845
1980-10-23,6.3141246,5.04476,1.2693644,0.7989643
1980-10-24,12.731076,8.545397,4.1856794,0.67122346
1980-10-25,20.186657,10.315869,9.870788,0.5110242
1980-10-26,14.066214,5.0560236,9.01019,0.35944453
1980-10-27,14.99336,6.1997275,8.7936325,0.41349822
1980-10-28,16.638557,10.088035,6.550523,0.60630465
1980-10-29,11.851787,6.1406245,5.711162,0.518118
1980-10-30,7.4097333,4.1227922,3.286941,0.55640227
1980-10-31,3.0390735,2.122825,0.91624856,0.6985106
1980-11-01,10.160166,2.919129,7.241037,0.28731114
1980-11-02,18.82363,5.6720395,13.15159,0.3013255
1980-11-03,13.637459,4.926001,8.711458,0.36121106
1980-11-04,6.2514606,4.008536,2.2429247,0.6412159
1980-11-05,1.6258562,1.2900593,0.33579683,0.7934646
1980-11-06,2.708851,2.1476178,0.5612333,0.792815
1980-11-07,3.875458,3.2409396,0.6345184,0.83627266
1980-11-08,2.3307068,1.9935327,0.33717418,0.8553339
1980-11-09,1.6200393,0.94515467,0.6748847,0.5834146
1980-11-10,2.6401243,1.6984072,0.94171715,0.6433058
1980-11-11,2.7642226,2.074521,0.68970156,0.7504899
1980-11-12,1.8408787,1.2904407,0.55043805,0.7009917
1980-11-13,2.3529663,1.3250666,1.0278997,0.56314725
1980-11-14,4.4922056,2.7768555,1.7153502,0.6181497
1980-11-15,7.94284,4.6310225,3.3118176,0.58304363
1980-11-16,15.639052,7.485796,8.153256,0.47866046
1980-11-17,17.345282,5.703179,11.642103,0.3288029
1980-11-18,7.1286263,4.153811,2.9748154,0.5826945
1980-11-19,5.637988,3.3021007,2.3358874,0.58568776
1980-11-20,3.1417625,1.5836265,1.558136,0.50405675
1980-11-21,0.8525425,0.5727073,0.27983522,0.6717639
1980-11-22,0.48347244,0.34548527,0.13798717,0.71459144
1980-11-23,0.41249242,0.34162045,0.07087198,0.828186
1980-11-24,0.30469203,0.21718124,0.087510794,0.71278936
1980-11-25,0.7383965,0.52270055,0.21569598,0.707886
1980-11-26,0.32377505,0.20844921,0.11532584,0.6438088
1980-11-27,0.97323513,0.67383903,0.2993961,0.69237024
1980-11-28,2.3673673,1.5191243,0.848243,0.64169353
1980-11-29,2.4550328,1.5949961,0.86003673,0.64968425
1980-11-30,0.89780176,0.4884235,0.40937826,0.54402155
1980-12-01,0.45741445,0.26964453,0.18776992,0.5894972
1980-12-02,1.6782129,0.7083187,0.9698942,0.42206725
1980-12-03,2.488866,1.2490022,1.2398639,0.5018358
1980-12-04,1.661986,1.0743748,0.5876112,0.6464403
1980-12-05,1.8210757,1.2625798,0.5584959,0.6933154
1980-12-06,2.368193,1.8056405,0.56255245,0.762455
1980-12-07,1.5373884,0.7230658,0.81432265,0.47032082
1980-12-08,2.666722,1.0584754,1.6082467,0.39692003
1980-12-09,3.1217191,0.80115944,2.3205597,0.25664046
1980-12-10,0.49257442,0.30262986,0.18994457,0.61438406
1980-12-11,1.8030719,0.43384996,1.3692219,0.24061713
1980-12-12,2.9221816,0.77890265,2.143279,0.26654834
1980-12-13,1.1803958,0.4819388,0.698457,0.40828577
1980-12-14,1.5370648,0.57892156,0.95814323,0.37664095
1980-12-15,2.748072,1.3133832,1.4346887,0.477929
1980-12-16,2.254334,1.0055203,1.2488136,0.44603875
1980-12-17,1.1590161,0.56832296,0.5906932,0.49034947
1980-12-18,1.7857361,0.6367069,1.1490293,0.3565515
1980-12-19,2.053076,0.61085653,1.4422195,0.29753235
1980-12-20,1.358751,0.48379552,0.87495553,0.35605898
1980-12-21,0.92233664,0.33826515,0.5840715,0.36674803
1980-12-22,1.2670474,0.50691557,0.76013184,0.40007624
1980-12-23,0.6093821,0.26220387,0.34717822,0.43027827
1980-12-24,0.20425239,0.11017701,0.09407538,0.539416
1980-12-25,0.6295928,0.3237578,0.30583498,0.51423365
1980-12-26,2.6735942,0.94418585,1.7294084,0.35315228
1980-12-27,2.243428,0.63481116,1.6086168,0.2829648
1980-12-28,1.7252905,0.5012354,1.224055,0.29052234
1980-12-29,1.2141362,0.36497575,0.8491605,0.30060527
1980-12-30,0.7585214,0.27377078,0.4847506,0.36092693
1980-12-31,0.51022893,0.23113315,0.27909577,0.4529989
1981-01-01,1.1012571,0.4241782,0.67707884,0.3851764
1981-01-02,1.7268927,0.6792034,1.0476893,0.39330953
1981-01-03,1.4521625,0.5694373,0.8827252,0.39213058
1981-01-04,0.74898916,0.38370857,0.3652806,0.5123019
1981-01-05,0.3604031,0.23450622,0.12589687,0.6506776
1981-01-06,0.26901013,0.18504111,0.08396901,0.6878593
1981-01-07,0.64476997,0.3072117,0.33755827,0.47646713
1981-01-08,0.8299304,0.38137287,0.44855756,0.45952392
1981-01-09,0.83571273,0.36345944,0.4722533,0.43490955
1981-01-10,1.9125248,0.48153287,1.4309919,0.25177863
1981-01-11,1.0712972,0.34915626,0.7221409,0.32591915
1981-01-12,0.22758745,0.1567446,0.07084285,0.6887225
1981-01-13,0.3726019,0.17430831,0.19829358,0.46781382
1981-01-14,0.1704568,0.09547875,0.074978046,0.5601346
1981-01-15,0.4221084,0.17331731,0.2487911,0.41059905
1981-01-16,0.60802853,0.3249254,0.28310314,0.5343917
1981-01-17,0.39781636,0.24398509,0.15383127,0.6133108
1981-01-18,0.2422882,0.16130891,0.08097929,0.66577286
1981-01-19,0.29472977,0.21149175,0.08323802,0.71757853
1981-01-20,0.26925087,0.16300826,0.10624261,0.60541403
1981-01-21,0.3851943,0.21805088,0.16714342,0.5660802
1981-01-22,0.8408024,0.4763766,0.36442578,0.5665738
1981-01-23,0.49963823,0.31009346,0.18954477,0.620636
1981-01-24,0.36125645,0.24530412,0.11595233,0.6790304
1981-01-25,0.65790707,0.4002433,0.25766376,0.60835844
1981-01-26,1.194774,0.55344075,0.6413333,0.4632179
1981-01-27,1.4918981,0.57752955,0.9143685,0.3871106
1981-01-28,1.306197,0.546484,0.75971305,0.4183779
1981-01-29,1.1560436,0.66380066,0.492243,0.57420033
1981-01-30,1.5293183,0.8184464,0.71087193,0.53517073
1981-01-31,1.4990981,1.0697566,0.42934144,0.71360016
1981-02-01,2.248392,1.5551075,0.69328463,0.69165313
1981-02-02,0.6348965,0.42448008,0.21041644,0.66858155
1981-02-03,0.79338926,0.34986758,0.44352168,0.44097847
1981-02-04,1.1499989,0.5046119,0.645387,0.4387934
1981-02-05,0.64374596,0.30238202,0.34136394,0.4697226
1981-02-06,1.4852716,0.39489958,1.090372,0.265877
1981-02-07,0.6873518,0.32597902,0.3613728,0.47425354
1981-02-08,0.3773837,0.16458084,0.21280287,0.43611008
1981-02-09,0.56924,0.33229944,0.23694053,0.58375984
1981-02-10,0.34211618,0.251111,0.09100518,0.73399335
1981-02-11,0.7192049,0.4955874,0.2236175,0.6890768
1981-02-12,0.8118528,0.72031236,0.091540456,0.887245
1981-02-13,1.0934553,0.960805,0.13265032,0.878687
1981-02-14,1.1354818,0.9325805,0.20290136,0.82130814
1981-02-15,0.34587598,0.22671188,0.119164094,0.6554716
1981-02-16,0.1966766,0.12738113,0.069295466,0.64766794
1981-02-17,0.28107575,0.078679115,0.20239663,0.27992138
1981-02-18,0.43029684,0.15721223,0.2730846,0.3653576
1981-02-19,0.4595671,0.12469176,0.33487535,0.2713244
1981-02-20,0.7599134,0.22273311,0.5371803,0.29310328
1981-02-21,0.22777985,0.102650054,0.12512979,0.4506547
1981-02-22,0.044243257,0.02964612,0.014597138,0.6700709
1981-02-23,0.060639877,0.04445783,0.016182046,0.7331451
1981-02-24,0.23263372,0.086880885,0.14575285,0.37346643
1981-02-25,4.317159,2.8808422,1.436317,0.66730046
1981-02-26,3.2075145,1.6323038,1.5752107,0.5088999
1981-02-27,2.5531867,1.746544,0.80664265,0.6840644
1981-02-28,1.1095786,0.90686935,0.20270926,0.8173097
1981-03-01,1.0322382,0.81121445,0.2210238,0.7858791
1981-03-02,1.7483515,1.5536648,0.19468665,0.8886456
1981-03-03,1.5106527,1.2624393,0.24821341,0.8356913
1981-03-04,2.434413,1.5606871,0.8737259,0.6410938
1981-03-05,1.2351953,0.68955636,0.5456389,0.558257
1981-03-06,2.0187209,0.80443233,1.2142885,0.39848617
1981-03-07,0.74124074,0.38734207,0.35389867,0.52255905
1981-03-08,1.2129208,0.87013775,0.34278303,0.7173904
1981-03-09,3.292199,2.4457958,0.8464031,0.74290645
1981-03-10,0.9533125,0.78178585,0.17152667,0.820073
1981-03-11,0.48388678,0.417769,0.06611776,0.86336106
1981-03-12,0.62778145,0.58723736,0.040544093,0.9354169
1981-03-13,0.5445661,0.5013666,0.04319948,0.92067176
1981-03-14,0.9530433,0.89582825,0.057215035,0.93996596
1981-03-15,1.8458917,1.5199239,0.3259678,0.823409
1981-03-16,0.5546725,0.48292044,0.07175204,0.8706407
1981-03-17,0.16591665,0.14538683,0.020529822,0.8762643
1981-03-18,0.4953072,0.43046063,0.064846575,0.8690781
1981-03-19,0.48815072,0.41193107,0.07621965,0.84386045
1981-03-20,0.3575124,0.308403,0.04910943,0.86263573
1981-03-21,0.26951328,0.20305468,0.0664586,0.75341254
1981-03-22,0.18362045,0.15326846,0.030351996,0.83470255
1981-03-23,0.15141718,0.13855836,0.012858823,0.91507685
1981-03-24,0.07384399,0.06778356,0.0060604364,0.9179292
1981-03-25,0.60554534,0.5404319,0.065113425,0.89247143
1981-03-26,1.1856406,1.0160247,0.16961586,0.8569416
1981-03-27,1.6383401,1.4832747,0.15506542,0.9053521
1981-03-28,1.0224043,0.9166278,0.10577649,0.8965414
1981-03-29,1.0835286,0.9120497,0.17147893,0.8417403
1981-03-30,1.343561,1.2112092,0.13235188,0.9014917
1981-03-31,3.059219,2.8890636,0.17015529,0.9443795
1981-04-01,2.1034873,1.9321135,0.17137372,0.91852874
1981-04-02,1.8490052,1.6607509,0.18825436,0.89818615
1981-04-03,1.5934753,1.4679608,0.1255145,0.9212322
1981-04-04,1.1948017,1.1077871,0.087014556,0.92717236
1981-04-05,0.96886873,0.9035673,0.06530142,0.9326003
1981-04-06,1.6668515,1.5764103,0.09044123,0.9457413
1981-04-07,1.6119802,1.487066,0.12491417,0.9225089
